id,state,county,rate,theme_range
48449,Texas,Titus County,344.5,329.3 - 1136.3 (644)
48451,Texas,Tom Green County,272.7,263.4 - 329.2 (643)
48453,Texas,Travis County,228.1,215.2 - 263.3 (645)
48455,Texas,Trinity County,270,263.4 - 329.2 (643)
48457,Texas,Tyler County,327,263.4 - 329.2 (643)
48459,Texas,Upshur County,300.9,263.4 - 329.2 (643)
48461,Texas,Upton County,423.9,329.3 - 1136.3 (644)
48463,Texas,Uvalde County,213.3,172.4 - 215.1 (641)
48465,Texas,Val Verde County,401.1,329.3 - 1136.3 (644)
48467,Texas,Van Zandt County,178.2,172.4 - 215.1 (641)
48469,Texas,Victoria County,243.7,215.2 - 263.3 (645)
48471,Texas,Walker County,253.5,215.2 - 263.3 (645)
48473,Texas,Waller County,281.5,263.4 - 329.2 (643)
48475,Texas,Ward County,466.2,329.3 - 1136.3 (644)
48477,Texas,Washington County,188.8,172.4 - 215.1 (641)
48479,Texas,Webb County,310.6,263.4 - 329.2 (643)
48481,Texas,Wharton County,280,263.4 - 329.2 (643)
48483,Texas,Wheeler County,295.8,263.4 - 329.2 (643)
48485,Texas,Wichita County,550.6,329.3 - 1136.3 (644)
48487,Texas,Wilbarger County,337.9,329.3 - 1136.3 (644)
48489,Texas,Willacy County,241.1,215.2 - 263.3 (645)
48491,Texas,Williamson County,181,172.4 - 215.1 (641)
48493,Texas,Wilson County,271.7,263.4 - 329.2 (643)
48495,Texas,Winkler County,519.1,329.3 - 1136.3 (644)
48497,Texas,Wise County,294.4,263.4 - 329.2 (643)
48499,Texas,Wood County,236.9,215.2 - 263.3 (645)
48501,Texas,Yoakum County,382.9,329.3 - 1136.3 (644)
48503,Texas,Young County,459.6,329.3 - 1136.3 (644)
48505,Texas,Zapata County,297,263.4 - 329.2 (643)
48507,Texas,Zavala County,250.3,215.2 - 263.3 (645)
49001,Utah,Beaver County,77.9,37.8 - 172.3 (647)
49003,Utah,Box Elder County,148.8,37.8 - 172.3 (647)
49005,Utah,Cache County,186.3,172.4 - 215.1 (641)
49007,Utah,Carbon County,114.8,37.8 - 172.3 (647)
49009,Utah,Daggett County,119.9,37.8 - 172.3 (647)
49011,Utah,Davis County,143,37.8 - 172.3 (647)
49013,Utah,Duchesne County,122.5,37.8 - 172.3 (647)
49015,Utah,Emery County,111.5,37.8 - 172.3 (647)
49017,Utah,Garfield County,194.4,172.4 - 215.1 (641)
49019,Utah,Grand County,139.3,37.8 - 172.3 (647)
49021,Utah,Iron County,79.7,37.8 - 172.3 (647)
49023,Utah,Juab County,117.1,37.8 - 172.3 (647)
49025,Utah,Kane County,143.1,37.8 - 172.3 (647)
49027,Utah,Millard County,220.4,215.2 - 263.3 (645)
49029,Utah,Morgan County,147.6,37.8 - 172.3 (647)
49031,Utah,Piute County,217.2,215.2 - 263.3 (645)
49033,Utah,Rich County,160.8,37.8 - 172.3 (647)
49035,Utah,Salt Lake County,155.7,37.8 - 172.3 (647)
49037,Utah,San Juan County,206,172.4 - 215.1 (641)
49039,Utah,Sanpete County,117,37.8 - 172.3 (647)
49041,Utah,Sevier County,232.6,215.2 - 263.3 (645)
49043,Utah,Summit County,121.8,37.8 - 172.3 (647)
49045,Utah,Tooele County,134,37.8 - 172.3 (647)
49047,Utah,Uintah County,142.2,37.8 - 172.3 (647)
49049,Utah,Utah County,114.4,37.8 - 172.3 (647)
49051,Utah,Wasatch County,136.5,37.8 - 172.3 (647)
49053,Utah,Washington County,114.2,37.8 - 172.3 (647)
49055,Utah,Wayne County,158.6,37.8 - 172.3 (647)
49057,Utah,Weber County,160.9,37.8 - 172.3 (647)
50001,Vermont,Addison County,269.6,263.4 - 329.2 (643)
50003,Vermont,Bennington County,279.9,263.4 - 329.2 (643)
50005,Vermont,Caledonia County,313.1,263.4 - 329.2 (643)
50007,Vermont,Chittenden County,287,263.4 - 329.2 (643)
50009,Vermont,Essex County,263.8,263.4 - 329.2 (643)
50011,Vermont,Franklin County,538.9,329.3 - 1136.3 (644)
50013,Vermont,Grand Isle County,305.9,263.4 - 329.2 (643)
50015,Vermont,Lamoille County,321.2,263.4 - 329.2 (643)
50017,Vermont,Orange County,215.2,215.2 - 263.3 (645)
50019,Vermont,Orleans County,380.2,329.3 - 1136.3 (644)
50021,Vermont,Rutland County,334.6,329.3 - 1136.3 (644)
50023,Vermont,Washington County,259.1,215.2 - 263.3 (645)
50025,Vermont,Windham County,294.9,263.4 - 329.2 (643)
50027,Vermont,Windsor County,288.3,263.4 - 329.2 (643)
51001,Virginia,Accomack County,190.2,172.4 - 215.1 (641)
51003,Virginia,Albemarle County,115.5,37.8 - 172.3 (647)
51005,Virginia,Alleghany County,179.4,172.4 - 215.1 (641)
51007,Virginia,Amelia County,176.4,172.4 - 215.1 (641)
51009,Virginia,Amherst County,179.3,172.4 - 215.1 (641)
51011,Virginia,Appomattox County,214.7,172.4 - 215.1 (641)
51013,Virginia,Arlington County,91.2,37.8 - 172.3 (647)
51015,Virginia,Augusta County,152.5,37.8 - 172.3 (647)
51017,Virginia,Bath County,191.3,172.4 - 215.1 (641)
51019,Virginia,Bedford County,183.5,172.4 - 215.1 (641)
51021,Virginia,Bland County,176.2,172.4 - 215.1 (641)
51023,Virginia,Botetourt County,168.3,37.8 - 172.3 (647)
51025,Virginia,Brunswick County,308.1,263.4 - 329.2 (643)
51027,Virginia,Buchanan County,307.9,263.4 - 329.2 (643)
51029,Virginia,Buckingham County,135.7,37.8 - 172.3 (647)
51031,Virginia,Campbell County,196.2,172.4 - 215.1 (641)
51033,Virginia,Caroline County,205.1,172.4 - 215.1 (641)
51035,Virginia,Carroll County,161.5,37.8 - 172.3 (647)
51036,Virginia,Charles City County,167.8,37.8 - 172.3 (647)
51037,Virginia,Charlotte County,240,215.2 - 263.3 (645)
51041,Virginia,Chesterfield County,125.5,37.8 - 172.3 (647)
51043,Virginia,Clarke County,126.9,37.8 - 172.3 (647)
51045,Virginia,Craig County,170.2,37.8 - 172.3 (647)
51047,Virginia,Culpeper County,127.1,37.8 - 172.3 (647)
51049,Virginia,Cumberland County,177.7,172.4 - 215.1 (641)
51051,Virginia,Dickenson County,263.1,215.2 - 263.3 (645)
51053,Virginia,Dinwiddie County,185.6,172.4 - 215.1 (641)
51057,Virginia,Essex County,203.6,172.4 - 215.1 (641)
51059,Virginia,Fairfax County,84.2,37.8 - 172.3 (647)
51061,Virginia,Fauquier County,110.5,37.8 - 172.3 (647)
51063,Virginia,Floyd County,150.4,37.8 - 172.3 (647)
51065,Virginia,Fluvanna County,97.6,37.8 - 172.3 (647)
51067,Virginia,Franklin County,304.1,263.4 - 329.2 (643)
51069,Virginia,Frederick County,148.2,37.8 - 172.3 (647)
51071,Virginia,Giles County,176.8,172.4 - 215.1 (641)
51073,Virginia,Gloucester County,220.1,215.2 - 263.3 (645)
51075,Virginia,Goochland County,117.2,37.8 - 172.3 (647)
51077,Virginia,Grayson County,183.7,172.4 - 215.1 (641)
51079,Virginia,Greene County,161.2,37.8 - 172.3 (647)
51081,Virginia,Greensville County,556.5,329.3 - 1136.3 (644)
51083,Virginia,Halifax County,275.8,263.4 - 329.2 (643)
51085,Virginia,Hanover County,110.5,37.8 - 172.3 (647)
51087,Virginia,Henrico County,121.8,37.8 - 172.3 (647)
51089,Virginia,Henry County,247.1,215.2 - 263.3 (645)
51091,Virginia,Highland County,175.1,172.4 - 215.1 (641)
51093,Virginia,Isle of Wight County,253.1,215.2 - 263.3 (645)
51095,Virginia,James City County,146.4,37.8 - 172.3 (647)
51097,Virginia,King and Queen County,201.6,172.4 - 215.1 (641)
51099,Virginia,King George County,113.6,37.8 - 172.3 (647)
51101,Virginia,King William County,216.8,215.2 - 263.3 (645)
51103,Virginia,Lancaster County,210,172.4 - 215.1 (641)
51105,Virginia,Lee County,227.3,215.2 - 263.3 (645)
51107,Virginia,Loudoun County,77.8,37.8 - 172.3 (647)
51109,Virginia,Louisa County,118.1,37.8 - 172.3 (647)
51111,Virginia,Lunenburg County,269.2,263.4 - 329.2 (643)
51113,Virginia,Madison County,150.3,37.8 - 172.3 (647)
51115,Virginia,Mathews County,200.6,172.4 - 215.1 (641)
51117,Virginia,Mecklenburg County,266.4,263.4 - 329.2 (643)
51119,Virginia,Middlesex County,222.9,215.2 - 263.3 (645)
51121,Virginia,Montgomery County,169.5,37.8 - 172.3 (647)
51125,Virginia,Nelson County,148.7,37.8 - 172.3 (647)
51127,Virginia,New Kent County,163.3,37.8 - 172.3 (647)
51131,Virginia,Northampton County,196.8,172.4 - 215.1 (641)
51133,Virginia,Northumberland County,208.4,172.4 - 215.1 (641)
51135,Virginia,Nottoway County,288,263.4 - 329.2 (643)
51137,Virginia,Orange County,127.7,37.8 - 172.3 (647)
51139,Virginia,Page County,193.1,172.4 - 215.1 (641)
51141,Virginia,Patrick County,183.3,172.4 - 215.1 (641)
51143,Virginia,Pittsylvania County,198.4,172.4 - 215.1 (641)
51145,Virginia,Powhatan County,135.5,37.8 - 172.3 (647)
51147,Virginia,Prince Edward County,229.4,215.2 - 263.3 (645)
51149,Virginia,Prince George County,161.8,37.8 - 172.3 (647)
51153,Virginia,Prince William County,124.9,37.8 - 172.3 (647)
51155,Virginia,Pulaski County,165.6,37.8 - 172.3 (647)
51157,Virginia,Rappahannock County,93,37.8 - 172.3 (647)
51159,Virginia,Richmond County,209,172.4 - 215.1 (641)
51161,Virginia,Roanoke County,169.4,37.8 - 172.3 (647)
51163,Virginia,Rockbridge County,138.4,37.8 - 172.3 (647)
51165,Virginia,Rockingham County,216.7,215.2 - 263.3 (645)
51167,Virginia,Russell County,193.2,172.4 - 215.1 (641)
51169,Virginia,Scott County,223.4,215.2 - 263.3 (645)
51171,Virginia,Shenandoah County,169.1,37.8 - 172.3 (647)
51173,Virginia,Smyth County,205.8,172.4 - 215.1 (641)
51175,Virginia,Southampton County,244.4,215.2 - 263.3 (645)
51177,Virginia,Spotsylvania County,113.1,37.8 - 172.3 (647)
51179,Virginia,Stafford County,127.1,37.8 - 172.3 (647)
51181,Virginia,Surry County,243.5,215.2 - 263.3 (645)
51183,Virginia,Sussex County,251.2,215.2 - 263.3 (645)
51185,Virginia,Tazewell County,289.5,263.4 - 329.2 (643)
51187,Virginia,Warren County,224.9,215.2 - 263.3 (645)
51191,Virginia,Washington County,146.2,37.8 - 172.3 (647)
51193,Virginia,Westmoreland County,196.5,172.4 - 215.1 (641)
51195,Virginia,Wise County,207.4,172.4 - 215.1 (641)
51197,Virginia,Wythe County,173.7,172.4 - 215.1 (641)
51199,Virginia,York County,197.4,172.4 - 215.1 (641)
51510,Virginia,Alexandria city,135.5,37.8 - 172.3 (647)
51520,Virginia,Bristol city,257.9,215.2 - 263.3 (645)
51530,Virginia,Buena Vista city,105.2,37.8 - 172.3 (647)
51540,Virginia,Charlottesville city,139.4,37.8 - 172.3 (647)
51550,Virginia,Chesapeake city,214.4,172.4 - 215.1 (641)
51570,Virginia,Colonial Heights city,169.7,37.8 - 172.3 (647)
51580,Virginia,Covington city,193.8,172.4 - 215.1 (641)
51590,Virginia,Danville city,286.8,263.4 - 329.2 (643)
51595,Virginia,Emporia city,368,329.3 - 1136.3 (644)
51600,Virginia,Fairfax city,113.8,37.8 - 172.3 (647)
51610,Virginia,Falls Church city,85.9,37.8 - 172.3 (647)
51620,Virginia,Franklin city,324.9,263.4 - 329.2 (643)
51630,Virginia,Fredericksburg city,120.1,37.8 - 172.3 (647)
51640,Virginia,Galax city,276.3,263.4 - 329.2 (643)
51650,Virginia,Hampton city,289.7,263.4 - 329.2 (643)
51660,Virginia,Harrisonburg city,310.8,263.4 - 329.2 (643)
51670,Virginia,Hopewell city,238.8,215.2 - 263.3 (645)
51678,Virginia,Lexington city,113.9,37.8 - 172.3 (647)
51680,Virginia,Lynchburg city,188.6,172.4 - 215.1 (641)
51683,Virginia,Manassas city,167.2,37.8 - 172.3 (647)
51685,Virginia,Manassas Park city,88.2,37.8 - 172.3 (647)
51690,Virginia,Martinsville city,627.9,329.3 - 1136.3 (644)
51700,Virginia,Newport News city,293.7,263.4 - 329.2 (643)
51710,Virginia,Norfolk city,245.8,215.2 - 263.3 (645)
51720,Virginia,Norton city,213.7,172.4 - 215.1 (641)
51730,Virginia,Petersburg city,279.3,263.4 - 329.2 (643)
51735,Virginia,Poquoson city,212,172.4 - 215.1 (641)
51740,Virginia,Portsmouth city,309.6,263.4 - 329.2 (643)
51750,Virginia,Radford city,175,172.4 - 215.1 (641)
51760,Virginia,Richmond city,168.6,37.8 - 172.3 (647)
51770,Virginia,Roanoke city,244.6,215.2 - 263.3 (645)
51775,Virginia,Salem city,222.1,215.2 - 263.3 (645)
51790,Virginia,Staunton city,163.6,37.8 - 172.3 (647)
51800,Virginia,Suffolk city,284.7,263.4 - 329.2 (643)
51810,Virginia,Virginia Beach city,155.4,37.8 - 172.3 (647)
51820,Virginia,Waynesboro city,154.9,37.8 - 172.3 (647)
51830,Virginia,Williamsburg city,145.4,37.8 - 172.3 (647)
51840,Virginia,Winchester city,146,37.8 - 172.3 (647)
53001,Washington,Adams County,412.4,329.3 - 1136.3 (644)
53003,Washington,Asotin County,212.3,172.4 - 215.1 (641)
53005,Washington,Benton County,215.3,215.2 - 263.3 (645)
53007,Washington,Chelan County,175.3,172.4 - 215.1 (641)
53009,Washington,Clallam County,174.2,172.4 - 215.1 (641)
53011,Washington,Clark County,283.6,263.4 - 329.2 (643)
53013,Washington,Columbia County,258,215.2 - 263.3 (645)
53015,Washington,Cowlitz County,350.2,329.3 - 1136.3 (644)
53017,Washington,Douglas County,153.3,37.8 - 172.3 (647)
53019,Washington,Ferry County,168.3,37.8 - 172.3 (647)
53021,Washington,Franklin County,171.8,37.8 - 172.3 (647)
53023,Washington,Garfield County,215.7,215.2 - 263.3 (645)
53025,Washington,Grant County,367.8,329.3 - 1136.3 (644)
53027,Washington,Grays Harbor County,223.6,215.2 - 263.3 (645)
53029,Washington,Island County,208.2,172.4 - 215.1 (641)
53031,Washington,Jefferson County,173,172.4 - 215.1 (641)
53033,Washington,King County,187.5,172.4 - 215.1 (641)
53035,Washington,Kitsap County,196.9,172.4 - 215.1 (641)
53037,Washington,Kittitas County,169.4,37.8 - 172.3 (647)
53039,Washington,Klickitat County,166.4,37.8 - 172.3 (647)
53041,Washington,Lewis County,278.7,263.4 - 329.2 (643)
53043,Washington,Lincoln County,177.3,172.4 - 215.1 (641)
53045,Washington,Mason County,240.5,215.2 - 263.3 (645)
53047,Washington,Okanogan County,188.8,172.4 - 215.1 (641)
53049,Washington,Pacific County,259.1,215.2 - 263.3 (645)
53051,Washington,Pend Oreille County,184,172.4 - 215.1 (641)
53053,Washington,Pierce County,265.7,263.4 - 329.2 (643)
53055,Washington,San Juan County,127.6,37.8 - 172.3 (647)
53057,Washington,Skagit County,195.6,172.4 - 215.1 (641)
53059,Washington,Skamania County,182.6,172.4 - 215.1 (641)
53061,Washington,Snohomish County,204.9,172.4 - 215.1 (641)
53063,Washington,Spokane County,184.1,172.4 - 215.1 (641)
53065,Washington,Stevens County,176.9,172.4 - 215.1 (641)
53067,Washington,Thurston County,221.3,215.2 - 263.3 (645)
53069,Washington,Wahkiakum County,226.8,215.2 - 263.3 (645)
53071,Washington,Walla Walla County,225.7,215.2 - 263.3 (645)
53073,Washington,Whatcom County,242.3,215.2 - 263.3 (645)
53075,Washington,Whitman County,224.2,215.2 - 263.3 (645)
53077,Washington,Yakima County,224.1,215.2 - 263.3 (645)
54001,West Virginia,Barbour County,262.6,215.2 - 263.3 (645)
54003,West Virginia,Berkeley County,212.2,172.4 - 215.1 (641)
54005,West Virginia,Boone County,386.2,329.3 - 1136.3 (644)
54007,West Virginia,Braxton County,308.7,263.4 - 329.2 (643)
54009,West Virginia,Brooke County,171.6,37.8 - 172.3 (647)
54011,West Virginia,Cabell County,345.2,329.3 - 1136.3 (644)
54013,West Virginia,Calhoun County,370.1,329.3 - 1136.3 (644)
54015,West Virginia,Clay County,290.8,263.4 - 329.2 (643)
54017,West Virginia,Doddridge County,143.6,37.8 - 172.3 (647)
54019,West Virginia,Fayette County,286.1,263.4 - 329.2 (643)
54021,West Virginia,Gilmer County,433.5,329.3 - 1136.3 (644)
54023,West Virginia,Grant County,177.4,172.4 - 215.1 (641)
54025,West Virginia,Greenbrier County,226.1,215.2 - 263.3 (645)
54027,West Virginia,Hampshire County,283.4,263.4 - 329.2 (643)
54029,West Virginia,Hancock County,179.1,172.4 - 215.1 (641)
54031,West Virginia,Hardy County,204.4,172.4 - 215.1 (641)
54033,West Virginia,Harrison County,286,263.4 - 329.2 (643)
54035,West Virginia,Jackson County,299.6,263.4 - 329.2 (643)
54037,West Virginia,Jefferson County,209,172.4 - 215.1 (641)
54039,West Virginia,Kanawha County,291.3,263.4 - 329.2 (643)
54041,West Virginia,Lewis County,449.1,329.3 - 1136.3 (644)
54043,West Virginia,Lincoln County,411.9,329.3 - 1136.3 (644)
54045,West Virginia,Logan County,666.9,329.3 - 1136.3 (644)
54047,West Virginia,McDowell County,395.8,329.3 - 1136.3 (644)
54049,West Virginia,Marion County,333.2,329.3 - 1136.3 (644)
54051,West Virginia,Marshall County,198.5,172.4 - 215.1 (641)
54053,West Virginia,Mason County,220.7,215.2 - 263.3 (645)
54055,West Virginia,Mercer County,291.2,263.4 - 329.2 (643)
54057,West Virginia,Mineral County,267.1,263.4 - 329.2 (643)
54059,West Virginia,Mingo County,512.2,329.3 - 1136.3 (644)
54061,West Virginia,Monongalia County,293.5,263.4 - 329.2 (643)
54063,West Virginia,Monroe County,219.3,215.2 - 263.3 (645)
54065,West Virginia,Morgan County,176.5,172.4 - 215.1 (641)
54067,West Virginia,Nicholas County,282.8,263.4 - 329.2 (643)
54069,West Virginia,Ohio County,249.6,215.2 - 263.3 (645)
54071,West Virginia,Pendleton County,224.3,215.2 - 263.3 (645)
54073,West Virginia,Pleasants County,261.7,215.2 - 263.3 (645)
54075,West Virginia,Pocahontas County,221.1,215.2 - 263.3 (645)
54077,West Virginia,Preston County,357,329.3 - 1136.3 (644)
54079,West Virginia,Putnam County,232.9,215.2 - 263.3 (645)
54081,West Virginia,Raleigh County,272.7,263.4 - 329.2 (643)
54083,West Virginia,Randolph County,303.9,263.4 - 329.2 (643)
54085,West Virginia,Ritchie County,275.1,263.4 - 329.2 (643)
54087,West Virginia,Roane County,300.4,263.4 - 329.2 (643)
54089,West Virginia,Summers County,209.3,172.4 - 215.1 (641)
54091,West Virginia,Taylor County,319.8,263.4 - 329.2 (643)
54093,West Virginia,Tucker County,326.2,263.4 - 329.2 (643)
54095,West Virginia,Tyler County,171,37.8 - 172.3 (647)
54097,West Virginia,Upshur County,208.4,172.4 - 215.1 (641)
54099,West Virginia,Wayne County,285.7,263.4 - 329.2 (643)
54101,West Virginia,Webster County,285,263.4 - 329.2 (643)
54103,West Virginia,Wetzel County,235.4,215.2 - 263.3 (645)
54105,West Virginia,Wirt County,310.9,263.4 - 329.2 (643)
54107,West Virginia,Wood County,322.9,263.4 - 329.2 (643)
54109,West Virginia,Wyoming County,303.8,263.4 - 329.2 (643)
55001,Wisconsin,Adams County,403.3,329.3 - 1136.3 (644)
55003,Wisconsin,Ashland County,281,263.4 - 329.2 (643)
55005,Wisconsin,Barron County,264.5,263.4 - 329.2 (643)
55007,Wisconsin,Bayfield County,115.8,37.8 - 172.3 (647)
55009,Wisconsin,Brown County,306,263.4 - 329.2 (643)
55011,Wisconsin,Buffalo County,159.8,37.8 - 172.3 (647)
55013,Wisconsin,Burnett County,198.1,172.4 - 215.1 (641)
55015,Wisconsin,Calumet County,324,263.4 - 329.2 (643)
55017,Wisconsin,Chippewa County,166.4,37.8 - 172.3 (647)
55019,Wisconsin,Clark County,305.5,263.4 - 329.2 (643)
55021,Wisconsin,Columbia County,296.1,263.4 - 329.2 (643)
55023,Wisconsin,Crawford County,207.4,172.4 - 215.1 (641)
55025,Wisconsin,Dane County,194.8,172.4 - 215.1 (641)
55027,Wisconsin,Dodge County,259,215.2 - 263.3 (645)
55029,Wisconsin,Door County,297.3,263.4 - 329.2 (643)
55031,Wisconsin,Douglas County,236.9,215.2 - 263.3 (645)
55033,Wisconsin,Dunn County,149.4,37.8 - 172.3 (647)
55035,Wisconsin,Eau Claire County,175.9,172.4 - 215.1 (641)
55037,Wisconsin,Florence County,275,263.4 - 329.2 (643)
55039,Wisconsin,Fond du Lac County,212.2,172.4 - 215.1 (641)
55041,Wisconsin,Forest County,397,329.3 - 1136.3 (644)
55043,Wisconsin,Grant County,274.3,263.4 - 329.2 (643)
55045,Wisconsin,Green County,169,37.8 - 172.3 (647)
55047,Wisconsin,Green Lake County,396.2,329.3 - 1136.3 (644)
55049,Wisconsin,Iowa County,255.2,215.2 - 263.3 (645)
55051,Wisconsin,Iron County,180.4,172.4 - 215.1 (641)
55053,Wisconsin,Jackson County,240.7,215.2 - 263.3 (645)
55055,Wisconsin,Jefferson County,185.9,172.4 - 215.1 (641)
55057,Wisconsin,Juneau County,376.6,329.3 - 1136.3 (644)
55059,Wisconsin,Kenosha County,238.2,215.2 - 263.3 (645)
55061,Wisconsin,Kewaunee County,191.1,172.4 - 215.1 (641)
55063,Wisconsin,La Crosse County,244,215.2 - 263.3 (645)
55065,Wisconsin,Lafayette County,140.8,37.8 - 172.3 (647)
55067,Wisconsin,Langlade County,247,215.2 - 263.3 (645)
55069,Wisconsin,Lincoln County,227.2,215.2 - 263.3 (645)
55071,Wisconsin,Manitowoc County,150.7,37.8 - 172.3 (647)
55073,Wisconsin,Marathon County,272.9,263.4 - 329.2 (643)
55075,Wisconsin,Marinette County,361.5,329.3 - 1136.3 (644)
55077,Wisconsin,Marquette County,385.8,329.3 - 1136.3 (644)
55078,Wisconsin,Menominee County,355.1,329.3 - 1136.3 (644)
55079,Wisconsin,Milwaukee County,245,215.2 - 263.3 (645)
55081,Wisconsin,Monroe County,209,172.4 - 215.1 (641)
55083,Wisconsin,Oconto County,322.5,263.4 - 329.2 (643)
55085,Wisconsin,Oneida County,239,215.2 - 263.3 (645)
55087,Wisconsin,Outagamie County,228.3,215.2 - 263.3 (645)
55089,Wisconsin,Ozaukee County,171.9,37.8 - 172.3 (647)
55091,Wisconsin,Pepin County,184.9,172.4 - 215.1 (641)
55093,Wisconsin,Pierce County,196.2,172.4 - 215.1 (641)
55095,Wisconsin,Polk County,250.3,215.2 - 263.3 (645)
55097,Wisconsin,Portage County,123.2,37.8 - 172.3 (647)
55099,Wisconsin,Price County,131.4,37.8 - 172.3 (647)
55101,Wisconsin,Racine County,195.5,172.4 - 215.1 (641)
55103,Wisconsin,Richland County,176.9,172.4 - 215.1 (641)
55105,Wisconsin,Rock County,255.1,215.2 - 263.3 (645)
55107,Wisconsin,Rusk County,193.7,172.4 - 215.1 (641)
55109,Wisconsin,St. Croix County,216,215.2 - 263.3 (645)
55111,Wisconsin,Sauk County,194.4,172.4 - 215.1 (641)
55113,Wisconsin,Sawyer County,310.1,263.4 - 329.2 (643)
55115,Wisconsin,Shawano County,345.1,329.3 - 1136.3 (644)
55117,Wisconsin,Sheboygan County,176.3,172.4 - 215.1 (641)
55119,Wisconsin,Taylor County,174.6,172.4 - 215.1 (641)
55121,Wisconsin,Trempealeau County,216.7,215.2 - 263.3 (645)
55123,Wisconsin,Vernon County,198.4,172.4 - 215.1 (641)
55125,Wisconsin,Vilas County,271.3,263.4 - 329.2 (643)
55127,Wisconsin,Walworth County,195.4,172.4 - 215.1 (641)
55129,Wisconsin,Washburn County,166.2,37.8 - 172.3 (647)
55131,Wisconsin,Washington County,202.1,172.4 - 215.1 (641)
55133,Wisconsin,Waukesha County,174,172.4 - 215.1 (641)
55135,Wisconsin,Waupaca County,336.4,329.3 - 1136.3 (644)
55137,Wisconsin,Waushara County,98,37.8 - 172.3 (647)
55139,Wisconsin,Winnebago County,212.4,172.4 - 215.1 (641)
55141,Wisconsin,Wood County,193.4,172.4 - 215.1 (641)
56001,Wyoming,Albany County,189.1,172.4 - 215.1 (641)
56003,Wyoming,Big Horn County,213,172.4 - 215.1 (641)
56005,Wyoming,Campbell County,189.3,172.4 - 215.1 (641)
56007,Wyoming,Carbon County,121.9,37.8 - 172.3 (647)
56009,Wyoming,Converse County,247.8,215.2 - 263.3 (645)
56011,Wyoming,Crook County,242.2,215.2 - 263.3 (645)
56013,Wyoming,Fremont County,234.1,215.2 - 263.3 (645)
56015,Wyoming,Goshen County,209.2,172.4 - 215.1 (641)
56017,Wyoming,Hot Springs County,358.6,329.3 - 1136.3 (644)
56019,Wyoming,Johnson County,166.2,37.8 - 172.3 (647)
56021,Wyoming,Laramie County,244.6,215.2 - 263.3 (645)
56023,Wyoming,Lincoln County,146.8,37.8 - 172.3 (647)
56025,Wyoming,Natrona County,271.4,263.4 - 329.2 (643)
56027,Wyoming,Niobrara County,173.3,172.4 - 215.1 (641)
56029,Wyoming,Park County,183.2,172.4 - 215.1 (641)
56031,Wyoming,Platte County,291.7,263.4 - 329.2 (643)
56033,Wyoming,Sheridan County,131.5,37.8 - 172.3 (647)
56035,Wyoming,Sublette County,134.7,37.8 - 172.3 (647)
56037,Wyoming,Sweetwater County,246.9,215.2 - 263.3 (645)
56039,Wyoming,Teton County,55.3,37.8 - 172.3 (647)
56041,Wyoming,Uinta County,190.5,172.4 - 215.1 (641)
56043,Wyoming,Washakie County,235.8,215.2 - 263.3 (645)
56045,Wyoming,Weston County,267.7,263.4 - 329.2 (643)
