id,state,county,rate,theme_range
37005,North Carolina,Alleghany County,214.6,172.4 - 215.1 (641)
37007,North Carolina,Anson County,329.6,329.3 - 1136.3 (644)
37009,North Carolina,Ashe County,251,215.2 - 263.3 (645)
37011,North Carolina,Avery County,107.8,37.8 - 172.3 (647)
37013,North Carolina,Beaufort County,323.7,263.4 - 329.2 (643)
37015,North Carolina,Bertie County,430.6,329.3 - 1136.3 (644)
37017,North Carolina,Bladen County,426.1,329.3 - 1136.3 (644)
37019,North Carolina,Brunswick County,173.4,172.4 - 215.1 (641)
37021,North Carolina,Buncombe County,128.9,37.8 - 172.3 (647)
37023,North Carolina,Burke County,370.3,329.3 - 1136.3 (644)
37025,North Carolina,Cabarrus County,161.3,37.8 - 172.3 (647)
37027,North Carolina,Caldwell County,166.6,37.8 - 172.3 (647)
37029,North Carolina,Camden County,274.2,263.4 - 329.2 (643)
37031,North Carolina,Carteret County,162.4,37.8 - 172.3 (647)
37033,North Carolina,Caswell County,209.2,172.4 - 215.1 (641)
37035,North Carolina,Catawba County,172,37.8 - 172.3 (647)
37037,North Carolina,Chatham County,144.3,37.8 - 172.3 (647)
37039,North Carolina,Cherokee County,146.2,37.8 - 172.3 (647)
37041,North Carolina,Chowan County,356.6,329.3 - 1136.3 (644)
37043,North Carolina,Clay County,166.1,37.8 - 172.3 (647)
37045,North Carolina,Cleveland County,237.8,215.2 - 263.3 (645)
37047,North Carolina,Columbus County,446.5,329.3 - 1136.3 (644)
37049,North Carolina,Craven County,216.7,215.2 - 263.3 (645)
37051,North Carolina,Cumberland County,376.1,329.3 - 1136.3 (644)
37053,North Carolina,Currituck County,140.7,37.8 - 172.3 (647)
37055,North Carolina,Dare County,206.6,172.4 - 215.1 (641)
37057,North Carolina,Davidson County,220.7,215.2 - 263.3 (645)
37059,North Carolina,Davie County,154.8,37.8 - 172.3 (647)
37061,North Carolina,Duplin County,289.1,263.4 - 329.2 (643)
37063,North Carolina,Durham County,155.2,37.8 - 172.3 (647)
37065,North Carolina,Edgecombe County,482,329.3 - 1136.3 (644)
37067,North Carolina,Forsyth County,193.7,172.4 - 215.1 (641)
37069,North Carolina,Franklin County,206,172.4 - 215.1 (641)
37071,North Carolina,Gaston County,226.8,215.2 - 263.3 (645)
37073,North Carolina,Gates County,340.8,329.3 - 1136.3 (644)
37075,North Carolina,Graham County,166.5,37.8 - 172.3 (647)
37077,North Carolina,Granville County,177,172.4 - 215.1 (641)
37079,North Carolina,Greene County,358.2,329.3 - 1136.3 (644)
37081,North Carolina,Guilford County,206.4,172.4 - 215.1 (641)
37083,North Carolina,Halifax County,371.9,329.3 - 1136.3 (644)
37085,North Carolina,Harnett County,384.8,329.3 - 1136.3 (644)
37087,North Carolina,Haywood County,216.7,215.2 - 263.3 (645)
37089,North Carolina,Henderson County,110.9,37.8 - 172.3 (647)
37091,North Carolina,Hertford County,469.9,329.3 - 1136.3 (644)
37093,North Carolina,Hoke County,362.9,329.3 - 1136.3 (644)
37095,North Carolina,Hyde County,335.8,329.3 - 1136.3 (644)
37097,North Carolina,Iredell County,171.9,37.8 - 172.3 (647)
37099,North Carolina,Jackson County,158.5,37.8 - 172.3 (647)
37101,North Carolina,Johnston County,220.5,215.2 - 263.3 (645)
37103,North Carolina,Jones County,284,263.4 - 329.2 (643)
37105,North Carolina,Lee County,298.5,263.4 - 329.2 (643)
37107,North Carolina,Lenoir County,375.6,329.3 - 1136.3 (644)
37109,North Carolina,Lincoln County,185.2,172.4 - 215.1 (641)
37111,North Carolina,McDowell County,159.7,37.8 - 172.3 (647)
37113,North Carolina,Macon County,161.1,37.8 - 172.3 (647)
37115,North Carolina,Madison County,119.3,37.8 - 172.3 (647)
37117,North Carolina,Martin County,420.9,329.3 - 1136.3 (644)
37119,North Carolina,Mecklenburg County,138.7,37.8 - 172.3 (647)
37121,North Carolina,Mitchell County,146.7,37.8 - 172.3 (647)
37123,North Carolina,Montgomery County,288.4,263.4 - 329.2 (643)
37125,North Carolina,Moore County,175.7,172.4 - 215.1 (641)
37127,North Carolina,Nash County,268.2,263.4 - 329.2 (643)
37129,North Carolina,New Hanover County,106.2,37.8 - 172.3 (647)
37131,North Carolina,Northampton County,446,329.3 - 1136.3 (644)
37133,North Carolina,Onslow County,268.7,263.4 - 329.2 (643)
37135,North Carolina,Orange County,143.1,37.8 - 172.3 (647)
37137,North Carolina,Pamlico County,237.8,215.2 - 263.3 (645)
37139,North Carolina,Pasquotank County,270.6,263.4 - 329.2 (643)
37141,North Carolina,Pender County,133.8,37.8 - 172.3 (647)
37143,North Carolina,Perquimans County,316.6,263.4 - 329.2 (643)
37145,North Carolina,Person County,217.2,215.2 - 263.3 (645)
37147,North Carolina,Pitt County,341.5,329.3 - 1136.3 (644)
37149,North Carolina,Polk County,180.8,172.4 - 215.1 (641)
37151,North Carolina,Randolph County,201.5,172.4 - 215.1 (641)
37153,North Carolina,Richmond County,292.5,263.4 - 329.2 (643)
37155,North Carolina,Robeson County,387.3,329.3 - 1136.3 (644)
37157,North Carolina,Rockingham County,214.2,172.4 - 215.1 (641)
37159,North Carolina,Rowan County,196.1,172.4 - 215.1 (641)
37161,North Carolina,Rutherford County,202.6,172.4 - 215.1 (641)
37163,North Carolina,Sampson County,367.1,329.3 - 1136.3 (644)
37165,North Carolina,Scotland County,211.2,172.4 - 215.1 (641)
37167,North Carolina,Stanly County,213.6,172.4 - 215.1 (641)
37169,North Carolina,Stokes County,188.5,172.4 - 215.1 (641)
37171,North Carolina,Surry County,208.5,172.4 - 215.1 (641)
37173,North Carolina,Swain County,257.6,215.2 - 263.3 (645)
37175,North Carolina,Transylvania County,108.8,37.8 - 172.3 (647)
37177,North Carolina,Tyrrell County,437,329.3 - 1136.3 (644)
37179,North Carolina,Union County,172.4,172.4 - 215.1 (641)
37181,North Carolina,Vance County,205,172.4 - 215.1 (641)
37183,North Carolina,Wake County,152.6,37.8 - 172.3 (647)
37185,North Carolina,Warren County,217.7,215.2 - 263.3 (645)
37187,North Carolina,Washington County,445.2,329.3 - 1136.3 (644)
37189,North Carolina,Watauga County,166.6,37.8 - 172.3 (647)
37191,North Carolina,Wayne County,372.6,329.3 - 1136.3 (644)
37193,North Carolina,Wilkes County,240.3,215.2 - 263.3 (645)
37195,North Carolina,Wilson County,337.8,329.3 - 1136.3 (644)
37197,North Carolina,Yadkin County,193,172.4 - 215.1 (641)
37199,North Carolina,Yancey County,137.7,37.8 - 172.3 (647)
38001,North Dakota,Adams County,108.7,37.8 - 172.3 (647)
38003,North Dakota,Barnes County,217,215.2 - 263.3 (645)
38005,North Dakota,Benson County,333.3,329.3 - 1136.3 (644)
38007,North Dakota,Billings County,191.6,172.4 - 215.1 (641)
38009,North Dakota,Bottineau County,433.1,329.3 - 1136.3 (644)
38011,North Dakota,Bowman County,147.3,37.8 - 172.3 (647)
38013,North Dakota,Burke County,185.5,172.4 - 215.1 (641)
38015,North Dakota,Burleigh County,153.9,37.8 - 172.3 (647)
38017,North Dakota,Cass County,235.3,215.2 - 263.3 (645)
38019,North Dakota,Cavalier County,276.7,263.4 - 329.2 (643)
38021,North Dakota,Dickey County,235.1,215.2 - 263.3 (645)
38023,North Dakota,Divide County,170.5,37.8 - 172.3 (647)
38025,North Dakota,Dunn County,186.1,172.4 - 215.1 (641)
38027,North Dakota,Eddy County,244,215.2 - 263.3 (645)
38029,North Dakota,Emmons County,146.7,37.8 - 172.3 (647)
38031,North Dakota,Foster County,144.6,37.8 - 172.3 (647)
38033,North Dakota,Golden Valley County,214.5,172.4 - 215.1 (641)
38035,North Dakota,Grand Forks County,180.4,172.4 - 215.1 (641)
38037,North Dakota,Grant County,142.1,37.8 - 172.3 (647)
38039,North Dakota,Griggs County,187.3,172.4 - 215.1 (641)
38041,North Dakota,Hettinger County,117.1,37.8 - 172.3 (647)
38043,North Dakota,Kidder County,114.6,37.8 - 172.3 (647)
38045,North Dakota,LaMoure County,181.9,172.4 - 215.1 (641)
38047,North Dakota,Logan County,177.1,172.4 - 215.1 (641)
38049,North Dakota,McHenry County,293.1,263.4 - 329.2 (643)
38051,North Dakota,McIntosh County,130.5,37.8 - 172.3 (647)
38053,North Dakota,McKenzie County,225.3,215.2 - 263.3 (645)
38055,North Dakota,McLean County,189.9,172.4 - 215.1 (641)
38057,North Dakota,Mercer County,175.3,172.4 - 215.1 (641)
38059,North Dakota,Morton County,174.4,172.4 - 215.1 (641)
38061,North Dakota,Mountrail County,195.3,172.4 - 215.1 (641)
38063,North Dakota,Nelson County,256.2,215.2 - 263.3 (645)
38065,North Dakota,Oliver County,161.1,37.8 - 172.3 (647)
38067,North Dakota,Pembina County,148.6,37.8 - 172.3 (647)
38069,North Dakota,Pierce County,282,263.4 - 329.2 (643)
38071,North Dakota,Ramsey County,345.7,329.3 - 1136.3 (644)
38073,North Dakota,Ransom County,214.3,172.4 - 215.1 (641)
38075,North Dakota,Renville County,181.2,172.4 - 215.1 (641)
38077,North Dakota,Richland County,269.2,263.4 - 329.2 (643)
38079,North Dakota,Rolette County,368.3,329.3 - 1136.3 (644)
38081,North Dakota,Sargent County,184.4,172.4 - 215.1 (641)
38083,North Dakota,Sheridan County,137.1,37.8 - 172.3 (647)
38085,North Dakota,Sioux County,135.9,37.8 - 172.3 (647)
38087,North Dakota,Slope County,160.9,37.8 - 172.3 (647)
38089,North Dakota,Stark County,179.5,172.4 - 215.1 (641)
38091,North Dakota,Steele County,199.3,172.4 - 215.1 (641)
38093,North Dakota,Stutsman County,251.9,215.2 - 263.3 (645)
38095,North Dakota,Towner County,337.7,329.3 - 1136.3 (644)
38097,North Dakota,Traill County,181.2,172.4 - 215.1 (641)
38099,North Dakota,Walsh County,214.9,172.4 - 215.1 (641)
38101,North Dakota,Ward County,193.5,172.4 - 215.1 (641)
38103,North Dakota,Wells County,361.3,329.3 - 1136.3 (644)
38105,North Dakota,Williams County,180,172.4 - 215.1 (641)
39001,Ohio,Adams County,330.4,329.3 - 1136.3 (644)
39003,Ohio,Allen County,320.6,263.4 - 329.2 (643)
39005,Ohio,Ashland County,382.5,329.3 - 1136.3 (644)
39007,Ohio,Ashtabula County,285.7,263.4 - 329.2 (643)
39009,Ohio,Athens County,198.9,172.4 - 215.1 (641)
39011,Ohio,Auglaize County,285.4,263.4 - 329.2 (643)
39013,Ohio,Belmont County,276.7,263.4 - 329.2 (643)
39015,Ohio,Brown County,255.7,215.2 - 263.3 (645)
39017,Ohio,Butler County,233.8,215.2 - 263.3 (645)
39019,Ohio,Carroll County,263.4,263.4 - 329.2 (643)
39021,Ohio,Champaign County,192.6,172.4 - 215.1 (641)
39023,Ohio,Clark County,317.3,263.4 - 329.2 (643)
39025,Ohio,Clermont County,233.5,215.2 - 263.3 (645)
39027,Ohio,Clinton County,265,263.4 - 329.2 (643)
39029,Ohio,Columbiana County,269.2,263.4 - 329.2 (643)
39031,Ohio,Coshocton County,124.6,37.8 - 172.3 (647)
39033,Ohio,Crawford County,248.8,215.2 - 263.3 (645)
39035,Ohio,Cuyahoga County,277.5,263.4 - 329.2 (643)
39037,Ohio,Darke County,213.3,172.4 - 215.1 (641)
39039,Ohio,Defiance County,357.8,329.3 - 1136.3 (644)
39041,Ohio,Delaware County,154.5,37.8 - 172.3 (647)
39043,Ohio,Erie County,234.4,215.2 - 263.3 (645)
39045,Ohio,Fairfield County,316.4,263.4 - 329.2 (643)
39047,Ohio,Fayette County,284.6,263.4 - 329.2 (643)
39049,Ohio,Franklin County,255.4,215.2 - 263.3 (645)
39051,Ohio,Fulton County,237.4,215.2 - 263.3 (645)
39053,Ohio,Gallia County,315,263.4 - 329.2 (643)
39055,Ohio,Geauga County,189.6,172.4 - 215.1 (641)
39057,Ohio,Greene County,240.5,215.2 - 263.3 (645)
39059,Ohio,Guernsey County,239,215.2 - 263.3 (645)
39061,Ohio,Hamilton County,282.9,263.4 - 329.2 (643)
39063,Ohio,Hancock County,207.9,172.4 - 215.1 (641)
39065,Ohio,Hardin County,343.2,329.3 - 1136.3 (644)
39067,Ohio,Harrison County,265.8,263.4 - 329.2 (643)
39069,Ohio,Henry County,285.2,263.4 - 329.2 (643)
39071,Ohio,Highland County,230,215.2 - 263.3 (645)
39073,Ohio,Hocking County,262.3,215.2 - 263.3 (645)
39075,Ohio,Holmes County,250,215.2 - 263.3 (645)
39077,Ohio,Huron County,351.2,329.3 - 1136.3 (644)
39079,Ohio,Jackson County,278.7,263.4 - 329.2 (643)
39081,Ohio,Jefferson County,254,215.2 - 263.3 (645)
39083,Ohio,Knox County,256.5,215.2 - 263.3 (645)
39085,Ohio,Lake County,243.5,215.2 - 263.3 (645)
39087,Ohio,Lawrence County,329.1,263.4 - 329.2 (643)
39089,Ohio,Licking County,289.9,263.4 - 329.2 (643)
39091,Ohio,Logan County,255.2,215.2 - 263.3 (645)
39093,Ohio,Lorain County,210.8,172.4 - 215.1 (641)
39095,Ohio,Lucas County,307.5,263.4 - 329.2 (643)
39097,Ohio,Madison County,259.2,215.2 - 263.3 (645)
39099,Ohio,Mahoning County,212.8,172.4 - 215.1 (641)
39101,Ohio,Marion County,432.9,329.3 - 1136.3 (644)
39103,Ohio,Medina County,217.5,215.2 - 263.3 (645)
39105,Ohio,Meigs County,276,263.4 - 329.2 (643)
39107,Ohio,Mercer County,279.2,263.4 - 329.2 (643)
39109,Ohio,Miami County,157.7,37.8 - 172.3 (647)
39111,Ohio,Monroe County,231.9,215.2 - 263.3 (645)
39113,Ohio,Montgomery County,317,263.4 - 329.2 (643)
39115,Ohio,Morgan County,281.2,263.4 - 329.2 (643)
39117,Ohio,Morrow County,315.9,263.4 - 329.2 (643)
39119,Ohio,Muskingum County,152.9,37.8 - 172.3 (647)
39121,Ohio,Noble County,157.1,37.8 - 172.3 (647)
39123,Ohio,Ottawa County,273.8,263.4 - 329.2 (643)
39125,Ohio,Paulding County,402.3,329.3 - 1136.3 (644)
39127,Ohio,Perry County,348.7,329.3 - 1136.3 (644)
39129,Ohio,Pickaway County,269.4,263.4 - 329.2 (643)
39131,Ohio,Pike County,231.4,215.2 - 263.3 (645)
39133,Ohio,Portage County,241,215.2 - 263.3 (645)
39135,Ohio,Preble County,383.9,329.3 - 1136.3 (644)
39137,Ohio,Putnam County,207.4,172.4 - 215.1 (641)
39139,Ohio,Richland County,319.8,263.4 - 329.2 (643)
39141,Ohio,Ross County,304.6,263.4 - 329.2 (643)
39143,Ohio,Sandusky County,329.3,329.3 - 1136.3 (644)
39145,Ohio,Scioto County,340.7,329.3 - 1136.3 (644)
39147,Ohio,Seneca County,218.8,215.2 - 263.3 (645)
39149,Ohio,Shelby County,321.7,263.4 - 329.2 (643)
39151,Ohio,Stark County,241.9,215.2 - 263.3 (645)
39153,Ohio,Summit County,261.4,215.2 - 263.3 (645)
39155,Ohio,Trumbull County,246.8,215.2 - 263.3 (645)
39157,Ohio,Tuscarawas County,260.6,215.2 - 263.3 (645)
39159,Ohio,Union County,294.2,263.4 - 329.2 (643)
39161,Ohio,Van Wert County,260.3,215.2 - 263.3 (645)
39163,Ohio,Vinton County,232.3,215.2 - 263.3 (645)
39165,Ohio,Warren County,232.9,215.2 - 263.3 (645)
39167,Ohio,Washington County,184.6,172.4 - 215.1 (641)
39169,Ohio,Wayne County,307.4,263.4 - 329.2 (643)
39171,Ohio,Williams County,287.5,263.4 - 329.2 (643)
39173,Ohio,Wood County,261.4,215.2 - 263.3 (645)
39175,Ohio,Wyandot County,181.3,172.4 - 215.1 (641)
40001,Oklahoma,Adair County,541.6,329.3 - 1136.3 (644)
40003,Oklahoma,Alfalfa County,432.3,329.3 - 1136.3 (644)
40005,Oklahoma,Atoka County,449.7,329.3 - 1136.3 (644)
40007,Oklahoma,Beaver County,395.3,329.3 - 1136.3 (644)
40009,Oklahoma,Beckham County,494.8,329.3 - 1136.3 (644)
40011,Oklahoma,Blaine County,505.1,329.3 - 1136.3 (644)
40013,Oklahoma,Bryan County,429.3,329.3 - 1136.3 (644)
40015,Oklahoma,Caddo County,497.5,329.3 - 1136.3 (644)
40017,Oklahoma,Canadian County,473.5,329.3 - 1136.3 (644)
40019,Oklahoma,Carter County,556.1,329.3 - 1136.3 (644)
40021,Oklahoma,Cherokee County,494.9,329.3 - 1136.3 (644)
40023,Oklahoma,Choctaw County,479.3,329.3 - 1136.3 (644)
40025,Oklahoma,Cimarron County,197.2,172.4 - 215.1 (641)
40027,Oklahoma,Cleveland County,411.1,329.3 - 1136.3 (644)
40029,Oklahoma,Coal County,477.9,329.3 - 1136.3 (644)
40031,Oklahoma,Comanche County,491.4,329.3 - 1136.3 (644)
40033,Oklahoma,Cotton County,524.3,329.3 - 1136.3 (644)
40035,Oklahoma,Craig County,642.9,329.3 - 1136.3 (644)
40037,Oklahoma,Creek County,595.4,329.3 - 1136.3 (644)
40039,Oklahoma,Custer County,538.8,329.3 - 1136.3 (644)
40041,Oklahoma,Delaware County,504.5,329.3 - 1136.3 (644)
40043,Oklahoma,Dewey County,504.7,329.3 - 1136.3 (644)
40045,Oklahoma,Ellis County,478.8,329.3 - 1136.3 (644)
40047,Oklahoma,Garfield County,518.9,329.3 - 1136.3 (644)
40049,Oklahoma,Garvin County,536.4,329.3 - 1136.3 (644)
40051,Oklahoma,Grady County,451.3,329.3 - 1136.3 (644)
40053,Oklahoma,Grant County,523.9,329.3 - 1136.3 (644)
40055,Oklahoma,Greer County,481.7,329.3 - 1136.3 (644)
40057,Oklahoma,Harmon County,461.7,329.3 - 1136.3 (644)
40059,Oklahoma,Harper County,334.9,329.3 - 1136.3 (644)
40061,Oklahoma,Haskell County,556.8,329.3 - 1136.3 (644)
40063,Oklahoma,Hughes County,555.4,329.3 - 1136.3 (644)
40065,Oklahoma,Jackson County,440.5,329.3 - 1136.3 (644)
40067,Oklahoma,Jefferson County,492.4,329.3 - 1136.3 (644)
40069,Oklahoma,Johnston County,520.4,329.3 - 1136.3 (644)
40071,Oklahoma,Kay County,497.4,329.3 - 1136.3 (644)
40073,Oklahoma,Kingfisher County,562.3,329.3 - 1136.3 (644)
40075,Oklahoma,Kiowa County,494.7,329.3 - 1136.3 (644)
40077,Oklahoma,Latimer County,563.8,329.3 - 1136.3 (644)
40079,Oklahoma,Le Flore County,509.7,329.3 - 1136.3 (644)
40081,Oklahoma,Lincoln County,491.7,329.3 - 1136.3 (644)
40083,Oklahoma,Logan County,454.9,329.3 - 1136.3 (644)
40085,Oklahoma,Love County,521.9,329.3 - 1136.3 (644)
40087,Oklahoma,McClain County,582.8,329.3 - 1136.3 (644)
40089,Oklahoma,McCurtain County,590.2,329.3 - 1136.3 (644)
40091,Oklahoma,McIntosh County,666.1,329.3 - 1136.3 (644)
40093,Oklahoma,Major County,548.9,329.3 - 1136.3 (644)
40095,Oklahoma,Marshall County,408.2,329.3 - 1136.3 (644)
40097,Oklahoma,Mayes County,556.9,329.3 - 1136.3 (644)
40099,Oklahoma,Murray County,534.4,329.3 - 1136.3 (644)
40101,Oklahoma,Muskogee County,766.4,329.3 - 1136.3 (644)
40103,Oklahoma,Noble County,490.6,329.3 - 1136.3 (644)
40105,Oklahoma,Nowata County,571.4,329.3 - 1136.3 (644)
40107,Oklahoma,Okfuskee County,605.7,329.3 - 1136.3 (644)
40109,Oklahoma,Oklahoma County,531.4,329.3 - 1136.3 (644)
40111,Oklahoma,Okmulgee County,633.3,329.3 - 1136.3 (644)
40113,Oklahoma,Osage County,438.9,329.3 - 1136.3 (644)
40115,Oklahoma,Ottawa County,577.2,329.3 - 1136.3 (644)
40117,Oklahoma,Pawnee County,553.3,329.3 - 1136.3 (644)
40119,Oklahoma,Payne County,455.3,329.3 - 1136.3 (644)
40121,Oklahoma,Pittsburg County,625.1,329.3 - 1136.3 (644)
40123,Oklahoma,Pontotoc County,521.7,329.3 - 1136.3 (644)
40125,Oklahoma,Pottawatomie County,611.5,329.3 - 1136.3 (644)
40127,Oklahoma,Pushmataha County,471.7,329.3 - 1136.3 (644)
40129,Oklahoma,Roger Mills County,276.2,263.4 - 329.2 (643)
40131,Oklahoma,Rogers County,529.5,329.3 - 1136.3 (644)
40133,Oklahoma,Seminole County,606.5,329.3 - 1136.3 (644)
40135,Oklahoma,Sequoyah County,494.1,329.3 - 1136.3 (644)
40137,Oklahoma,Stephens County,577,329.3 - 1136.3 (644)
40139,Oklahoma,Texas County,472,329.3 - 1136.3 (644)
40141,Oklahoma,Tillman County,479.4,329.3 - 1136.3 (644)
40143,Oklahoma,Tulsa County,563.3,329.3 - 1136.3 (644)
40145,Oklahoma,Wagoner County,476.3,329.3 - 1136.3 (644)
40147,Oklahoma,Washington County,506.3,329.3 - 1136.3 (644)
40149,Oklahoma,Washita County,529.7,329.3 - 1136.3 (644)
40151,Oklahoma,Woods County,330.1,329.3 - 1136.3 (644)
40153,Oklahoma,Woodward County,379.6,329.3 - 1136.3 (644)
41001,Oregon,Baker County,163.4,37.8 - 172.3 (647)
41003,Oregon,Benton County,184.1,172.4 - 215.1 (641)
41005,Oregon,Clackamas County,206.2,172.4 - 215.1 (641)
41007,Oregon,Clatsop County,196.7,172.4 - 215.1 (641)
41009,Oregon,Columbia County,219.2,215.2 - 263.3 (645)
41011,Oregon,Coos County,245,215.2 - 263.3 (645)
41013,Oregon,Crook County,165.3,37.8 - 172.3 (647)
41015,Oregon,Curry County,232.5,215.2 - 263.3 (645)
41017,Oregon,Deschutes County,192.6,172.4 - 215.1 (641)
41019,Oregon,Douglas County,332.5,329.3 - 1136.3 (644)
41021,Oregon,Gilliam County,177.5,172.4 - 215.1 (641)
41023,Oregon,Grant County,360.8,329.3 - 1136.3 (644)
41025,Oregon,Harney County,236.9,215.2 - 263.3 (645)
41027,Oregon,Hood River County,199.9,172.4 - 215.1 (641)
41029,Oregon,Jackson County,203.7,172.4 - 215.1 (641)
41031,Oregon,Jefferson County,247.8,215.2 - 263.3 (645)
41033,Oregon,Josephine County,279.6,263.4 - 329.2 (643)
41035,Oregon,Klamath County,316.4,263.4 - 329.2 (643)
41037,Oregon,Lake County,281.7,263.4 - 329.2 (643)
41039,Oregon,Lane County,302.6,263.4 - 329.2 (643)
41041,Oregon,Lincoln County,203.5,172.4 - 215.1 (641)
41043,Oregon,Linn County,307.8,263.4 - 329.2 (643)
41045,Oregon,Malheur County,163.6,37.8 - 172.3 (647)
41047,Oregon,Marion County,229.9,215.2 - 263.3 (645)
41049,Oregon,Morrow County,241.5,215.2 - 263.3 (645)
41051,Oregon,Multnomah County,213.1,172.4 - 215.1 (641)
41053,Oregon,Polk County,203.6,172.4 - 215.1 (641)
41055,Oregon,Sherman County,189.4,172.4 - 215.1 (641)
41057,Oregon,Tillamook County,231.5,215.2 - 263.3 (645)
41059,Oregon,Umatilla County,366.4,329.3 - 1136.3 (644)
41061,Oregon,Union County,160.7,37.8 - 172.3 (647)
41063,Oregon,Wallowa County,244.4,215.2 - 263.3 (645)
41065,Oregon,Wasco County,263.5,263.4 - 329.2 (643)
41067,Oregon,Washington County,183.8,172.4 - 215.1 (641)
41069,Oregon,Wheeler County,280.6,263.4 - 329.2 (643)
41071,Oregon,Yamhill County,253.9,215.2 - 263.3 (645)
42001,Pennsylvania,Adams County,225,215.2 - 263.3 (645)
42003,Pennsylvania,Allegheny County,175.7,172.4 - 215.1 (641)
42005,Pennsylvania,Armstrong County,181.1,172.4 - 215.1 (641)
42007,Pennsylvania,Beaver County,198,172.4 - 215.1 (641)
42009,Pennsylvania,Bedford County,141.2,37.8 - 172.3 (647)
42011,Pennsylvania,Berks County,208.1,172.4 - 215.1 (641)
42013,Pennsylvania,Blair County,184.8,172.4 - 215.1 (641)
42015,Pennsylvania,Bradford County,196.2,172.4 - 215.1 (641)
42017,Pennsylvania,Bucks County,126,37.8 - 172.3 (647)
42019,Pennsylvania,Butler County,164.3,37.8 - 172.3 (647)
42021,Pennsylvania,Cambria County,219,215.2 - 263.3 (645)
42023,Pennsylvania,Cameron County,236.1,215.2 - 263.3 (645)
42025,Pennsylvania,Carbon County,214.3,172.4 - 215.1 (641)
42027,Pennsylvania,Centre County,153.3,37.8 - 172.3 (647)
42029,Pennsylvania,Chester County,170.8,37.8 - 172.3 (647)
42031,Pennsylvania,Clarion County,180.6,172.4 - 215.1 (641)
42033,Pennsylvania,Clearfield County,201.3,172.4 - 215.1 (641)
42035,Pennsylvania,Clinton County,195.5,172.4 - 215.1 (641)
42037,Pennsylvania,Columbia County,139.9,37.8 - 172.3 (647)
42039,Pennsylvania,Crawford County,132.7,37.8 - 172.3 (647)
42041,Pennsylvania,Cumberland County,141.1,37.8 - 172.3 (647)
42043,Pennsylvania,Dauphin County,210,172.4 - 215.1 (641)
42045,Pennsylvania,Delaware County,160.8,37.8 - 172.3 (647)
42047,Pennsylvania,Elk County,291.3,263.4 - 329.2 (643)
42049,Pennsylvania,Erie County,152.9,37.8 - 172.3 (647)
42051,Pennsylvania,Fayette County,328.6,263.4 - 329.2 (643)
42053,Pennsylvania,Forest County,231.2,215.2 - 263.3 (645)
42055,Pennsylvania,Franklin County,242.9,215.2 - 263.3 (645)
42057,Pennsylvania,Fulton County,150.9,37.8 - 172.3 (647)
42059,Pennsylvania,Greene County,189.9,172.4 - 215.1 (641)
42061,Pennsylvania,Huntingdon County,186.5,172.4 - 215.1 (641)
42063,Pennsylvania,Indiana County,227.2,215.2 - 263.3 (645)
42065,Pennsylvania,Jefferson County,191.3,172.4 - 215.1 (641)
42067,Pennsylvania,Juniata County,156.7,37.8 - 172.3 (647)
42069,Pennsylvania,Lackawanna County,177,172.4 - 215.1 (641)
42071,Pennsylvania,Lancaster County,167.8,37.8 - 172.3 (647)
42073,Pennsylvania,Lawrence County,202.9,172.4 - 215.1 (641)
42075,Pennsylvania,Lebanon County,124.9,37.8 - 172.3 (647)
42077,Pennsylvania,Lehigh County,186.3,172.4 - 215.1 (641)
42079,Pennsylvania,Luzerne County,235.2,215.2 - 263.3 (645)
42081,Pennsylvania,Lycoming County,269.5,263.4 - 329.2 (643)
42083,Pennsylvania,McKean County,126.9,37.8 - 172.3 (647)
42085,Pennsylvania,Mercer County,197.8,172.4 - 215.1 (641)
42087,Pennsylvania,Mifflin County,127.8,37.8 - 172.3 (647)
42089,Pennsylvania,Monroe County,233.2,215.2 - 263.3 (645)
42091,Pennsylvania,Montgomery County,138.2,37.8 - 172.3 (647)
42093,Pennsylvania,Montour County,154.1,37.8 - 172.3 (647)
42095,Pennsylvania,Northampton County,206,172.4 - 215.1 (641)
42097,Pennsylvania,Northumberland County,152.5,37.8 - 172.3 (647)
42099,Pennsylvania,Perry County,163,37.8 - 172.3 (647)
42101,Pennsylvania,Philadelphia County,222.8,215.2 - 263.3 (645)
42103,Pennsylvania,Pike County,199.9,172.4 - 215.1 (641)
42105,Pennsylvania,Potter County,213.1,172.4 - 215.1 (641)
42107,Pennsylvania,Schuylkill County,316.3,263.4 - 329.2 (643)
42109,Pennsylvania,Snyder County,99.1,37.8 - 172.3 (647)
42111,Pennsylvania,Somerset County,189.3,172.4 - 215.1 (641)
42113,Pennsylvania,Sullivan County,284,263.4 - 329.2 (643)
42115,Pennsylvania,Susquehanna County,286.6,263.4 - 329.2 (643)
42117,Pennsylvania,Tioga County,134.4,37.8 - 172.3 (647)
42119,Pennsylvania,Union County,159.5,37.8 - 172.3 (647)
42121,Pennsylvania,Venango County,192.2,172.4 - 215.1 (641)
42123,Pennsylvania,Warren County,251.6,215.2 - 263.3 (645)
42125,Pennsylvania,Washington County,213,172.4 - 215.1 (641)
42127,Pennsylvania,Wayne County,170.4,37.8 - 172.3 (647)
42129,Pennsylvania,Westmoreland County,174.5,172.4 - 215.1 (641)
42131,Pennsylvania,Wyoming County,279,263.4 - 329.2 (643)
42133,Pennsylvania,York County,167.3,37.8 - 172.3 (647)
