company,date,close,volume
BABA,2018-12-31,139.75,70271500
BABA,2019-01-07,151.320007,77751200
BABA,2019-01-14,157.020004,78935200
BABA,2019-01-21,159.210007,58940500
BABA,2019-01-28,167.970001,97478000
BABA,2019-02-04,167.360001,51692600
BABA,2019-02-11,166.149994,45338100
BABA,2019-02-18,176.919998,50047600
BABA,2019-02-25,183.880005,80163300
BABA,2019-03-04,175.029999,67447100
BABA,2019-03-11,180.970001,51408300
BABA,2019-03-18,176.259995,55430800
BABA,2019-03-25,182.449997,44864200
BABA,2019-04-01,185.350006,83253500
BABA,2019-04-08,188.910004,58459100
BABA,2019-04-15,186.940002,46309200
BABA,2019-04-22,187.089996,48923700
BABA,2019-04-29,195.210007,67123800
BABA,2019-05-06,178,104930300
BABA,2019-05-13,169.570007,120933800
BABA,2019-05-20,155,129632700
BABA,2019-05-27,149.259995,112902000
BABA,2019-06-03,154.229996,109461000
BABA,2019-06-10,158.100006,108747000
BABA,2019-06-17,167.550003,114053200
BABA,2019-06-24,169.449997,99601900
BABA,2019-07-01,173.300003,61217400
BABA,2019-07-08,169.070007,81889400
BABA,2019-07-15,172.990005,85530700
BABA,2019-07-22,178.740005,83635500
BABA,2019-07-29,161,103892700
BABA,2019-08-05,159.119995,102988300
BABA,2019-08-12,174.600006,120367000
BABA,2019-08-19,164.539993,69407000
BABA,2019-08-26,175.029999,52784300
BABA,2019-09-02,176.690002,35166500
BABA,2019-09-09,179.169998,45795100
BABA,2019-09-16,182.509995,67077000
BABA,2019-09-23,165.979996,83408300
BABA,2019-09-30,170.339996,59569000
BABA,2019-10-07,172.940002,69479000
BABA,2019-10-14,169.130005,54875600
BABA,2019-10-21,174.309998,45981100
BABA,2019-10-28,176.460007,74022300
BABA,2019-11-04,187.160004,122947000
BABA,2019-11-11,185.490005,71346000
BABA,2019-11-18,186.779999,62710400
BABA,2019-11-25,200,122623600
BABA,2019-12-02,201.889999,88939800
BABA,2019-12-09,204.910004,79361000
BABA,2019-12-16,212.25,80341000
BABA,2019-12-23,215.470001,36639300
BABA,2019-12-30,217,39984200
BABA,2020-01-06,223.830002,58651100
BABA,2020-01-13,227.429993,72211800
BABA,2020-01-20,213.75,62554500
BABA,2020-01-27,206.589996,86200700
BABA,2020-02-03,216.529999,71174200
BABA,2020-02-10,219.630005,90925400
BABA,2020-02-17,212.589996,56416400
BABA,2020-02-24,208,111012100
BABA,2020-03-02,204.639999,89993800
BABA,2020-03-09,194,117288300
BABA,2020-03-16,181.300003,109871000
BABA,2020-03-23,188.589996,91754600
BABA,2020-03-30,187.110001,72183000
BABA,2020-04-06,196.369995,59612500
BABA,2020-04-13,209.5,73555400
BABA,2020-04-20,204.360001,81995500
BABA,2020-04-27,194.479996,95979000
BABA,2020-05-04,201.190002,107260200
BABA,2020-05-11,203.679993,95375600
BABA,2020-05-18,199.699997,165239000
BABA,2020-05-25,207.389999,114263300
BABA,2020-06-01,219.550003,85600600
BABA,2020-06-08,217.639999,68511600
BABA,2020-06-15,220.639999,77011700
BABA,2020-06-22,215.710007,78020200
BABA,2020-06-29,223.600006,55183600
BABA,2020-07-06,261.01001,147256100
BABA,2020-07-13,247.139999,90740500
BABA,2020-07-20,249,98761000
BABA,2020-07-27,251.020004,59682800
BABA,2020-08-03,252.100006,66131300
BABA,2020-08-10,253.970001,52094800
BABA,2020-08-17,265.799988,84233300
BABA,2020-08-24,289,94037000
BABA,2020-08-31,281.390015,72360300
BABA,2020-09-07,270.019989,12706200
FB,2012-05-14,38.23,573576400
FB,2012-05-21,31.91,430966300
FB,2012-05-28,27.719999,288826000
FB,2012-06-04,27.1,203386400
FB,2012-06-11,30.01,121558000
FB,2012-06-18,33.049999,186090800
FB,2012-06-25,31.1,115019800
FB,2012-07-02,31.73,43863300
FB,2012-07-09,30.719999,64494000
FB,2012-07-16,28.76,97506700
FB,2012-07-23,23.709999,228860400
FB,2012-07-30,21.09,267091200
FB,2012-08-06,21.809999,135504600
FB,2012-08-13,19.049999,399001700
FB,2012-08-20,19.41,284155300
FB,2012-08-27,18.059999,151657400
FB,2012-09-03,18.98,189842400
FB,2012-09-10,22,334751400
FB,2012-09-17,22.860001,274677900
FB,2012-09-24,21.66,259372000
FB,2012-10-01,20.91,200025600
FB,2012-10-08,19.52,139347000
FB,2012-10-15,19,173091300
FB,2012-10-22,21.940001,489096200
FB,2012-10-29,21.18,175436500
FB,2012-11-05,19.209999,170816300
FB,2012-11-12,23.559999,554915200
FB,2012-11-19,24,251059900
FB,2012-11-26,28,474640500
FB,2012-12-03,27.49,353125000
FB,2012-12-10,26.809999,347095000
FB,2012-12-17,26.26,269775700
FB,2012-12-24,25.91,161462000
FB,2012-12-31,28.76,266076900
FB,2013-01-07,31.719999,419355200
FB,2013-01-14,29.66,437356300
FB,2013-01-21,31.540001,202351800
FB,2013-01-28,29.73,496942700
FB,2013-02-04,28.549999,250935200
FB,2013-02-11,28.32,249749600
FB,2013-02-18,27.129999,177487100
FB,2013-02-25,27.780001,247676000
FB,2013-03-04,27.959999,225294600
FB,2013-03-11,26.65,162075000
FB,2013-03-18,25.73,138706800
FB,2013-03-25,25.58,147039300
FB,2013-04-01,27.389999,252181200
FB,2013-04-08,27.4,156582400
FB,2013-04-15,25.73,143521800
FB,2013-04-22,26.85,120777000
FB,2013-04-29,28.309999,292777800
FB,2013-05-06,26.68,184157700
FB,2013-05-13,26.25,149260700
FB,2013-05-20,24.309999,210369700
FB,2013-05-27,24.35,210975700
FB,2013-06-03,23.290001,194274200
FB,2013-06-10,23.629999,176591100
FB,2013-06-17,24.530001,190763700
FB,2013-06-24,24.879999,226702500
FB,2013-07-01,24.370001,69610200
FB,2013-07-08,25.91,127489600
FB,2013-07-15,25.879999,147916700
FB,2013-07-22,34.009998,639870300
FB,2013-07-29,38.049999,632255300
FB,2013-08-05,38.5,297633700
FB,2013-08-12,37.080002,247326000
FB,2013-08-19,40.549999,270095200
FB,2013-08-26,41.290001,350814200
FB,2013-09-02,43.950001,258927900
FB,2013-09-09,44.310001,323500900
FB,2013-09-16,47.490002,421156600
FB,2013-09-23,51.240002,479403400
FB,2013-09-30,51.040001,417535000
FB,2013-10-07,49.110001,498784000
FB,2013-10-14,54.220001,374408000
FB,2013-10-21,51.950001,290506000
FB,2013-10-28,49.75,646530000
FB,2013-11-04,47.529999,392954000
FB,2013-11-11,49.009998,345921000
FB,2013-11-18,46.23,290876000
FB,2013-11-25,47.009998,232527900
FB,2013-12-02,47.939999,230543000
FB,2013-12-09,53.32,345675000
FB,2013-12-16,55.119999,569450200
FB,2013-12-23,55.439999,260481800
FB,2013-12-30,54.560001,192824900
FB,2014-01-06,57.939999,337445200
FB,2014-01-13,56.299999,209568900
FB,2014-01-20,54.450001,213174600
FB,2014-01-27,62.57,453084400
FB,2014-02-03,64.32,275328000
FB,2014-02-10,67.089996,235230400
FB,2014-02-17,68.589996,307758300
FB,2014-02-24,68.459999,292457400
FB,2014-03-03,69.800003,258358800
FB,2014-03-10,67.720001,270938400
FB,2014-03-17,67.239998,241443900
FB,2014-03-24,60.009998,431687900
FB,2014-03-31,56.75,387652400
FB,2014-04-07,58.529999,493979000
FB,2014-04-14,58.939999,347762000
FB,2014-04-21,57.709999,448174700
FB,2014-04-28,60.459999,396026000
FB,2014-05-05,57.240002,294380000
FB,2014-05-12,58.02,249276000
FB,2014-05-19,61.349998,248451000
FB,2014-05-26,63.299999,191430500
FB,2014-06-02,62.5,194521000
FB,2014-06-09,64.5,236346000
FB,2014-06-16,64.5,175042000
FB,2014-06-23,67.599998,230378000
FB,2014-06-30,66.290001,127444000
FB,2014-07-07,66.339996,232737000
FB,2014-07-14,68.419998,192935800
FB,2014-07-21,75.190002,338457000
FB,2014-07-28,72.360001,207429000
FB,2014-08-04,73.059998,162092000
FB,2014-08-11,73.629997,142329600
FB,2014-08-18,74.57,114569000
FB,2014-08-25,74.82,128238000
FB,2014-09-01,77.260002,123520000
FB,2014-09-08,77.480003,145869800
FB,2014-09-15,77.910004,215816000
FB,2014-09-22,78.790001,165860000
FB,2014-09-29,77.440002,184848000
FB,2014-10-06,72.910004,168655000
FB,2014-10-13,75.949997,285636000
FB,2014-10-20,80.669998,176119000
FB,2014-10-27,74.989998,338315000
FB,2014-11-03,75.599998,158123000
FB,2014-11-10,74.879997,112752800
FB,2014-11-17,73.75,117048200
FB,2014-11-24,77.699997,103041300
FB,2014-12-01,76.360001,103922900
FB,2014-12-08,77.830002,144856700
FB,2014-12-15,79.879997,167712100
FB,2014-12-22,80.779999,69594500
FB,2014-12-29,78.449997,66618400
FB,2015-01-05,77.739998,121014800
FB,2015-01-12,75.18,126213900
FB,2015-01-19,77.830002,84184300
FB,2015-01-26,75.910004,196620200
FB,2015-02-02,74.470001,125464000
FB,2015-02-09,75.739998,88739900
FB,2015-02-16,79.900002,130463700
FB,2015-02-23,78.970001,130481100
FB,2015-03-02,80.010002,120738500
FB,2015-03-09,78.050003,96858500
FB,2015-03-16,83.800003,164953600
FB,2015-03-23,83.300003,148537300
FB,2015-03-30,81.559998,85984300
FB,2015-04-06,82.040001,83953600
FB,2015-04-13,80.779999,106892900
FB,2015-04-20,81.529999,204905200
FB,2015-04-27,78.989998,128787000
FB,2015-05-04,78.510002,105359300
FB,2015-05-11,80.419998,138179600
FB,2015-05-18,80.540001,95596600
FB,2015-05-25,79.190002,58598800
FB,2015-06-01,82.139999,105824300
FB,2015-06-08,81.529999,85018900
FB,2015-06-15,82.510002,100984900
FB,2015-06-22,88.010002,186937800
FB,2015-06-29,87.290001,101143200
FB,2015-07-06,87.949997,128648400
FB,2015-07-13,94.970001,163296800
FB,2015-07-20,96.949997,185477000
FB,2015-07-27,94.010002,271190000
FB,2015-08-03,94.300003,144762700
FB,2015-08-10,94.419998,104547200
FB,2015-08-17,86.059998,171220500
FB,2015-08-24,91.010002,256503500
FB,2015-08-31,88.260002,150515500
FB,2015-09-07,92.050003,107186000
FB,2015-09-14,94.400002,145450300
FB,2015-09-21,92.769997,145447900
FB,2015-09-28,92.07,186816200
FB,2015-10-05,93.239998,120898000
FB,2015-10-12,97.540001,110153700
FB,2015-10-19,102.190002,145731300
FB,2015-10-26,101.970001,127642000
FB,2015-11-02,107.099998,187032700
FB,2015-11-09,103.949997,127675400
FB,2015-11-16,107.32,147603100
FB,2015-11-23,105.449997,64538400
FB,2015-11-30,106.18,112055400
FB,2015-12-07,102.120003,103276000
FB,2015-12-14,104.040001,126762800
FB,2015-12-21,105.019997,56837400
FB,2015-12-28,104.660004,61755700
FB,2016-01-04,97.330002,166842000
FB,2016-01-11,94.970001,186529800
FB,2016-01-18,97.940002,151064000
FB,2016-01-25,112.209999,288273300
FB,2016-02-01,104.07,278615500
FB,2016-02-08,102.010002,258965500
FB,2016-02-15,104.57,151758600
FB,2016-02-22,107.919998,152033900
FB,2016-02-29,108.389999,131558500
FB,2016-03-07,109.410004,123098600
FB,2016-03-14,111.449997,120110800
FB,2016-03-21,113.050003,73850200
FB,2016-03-28,116.059998,130380300
FB,2016-04-04,110.629997,161477200
FB,2016-04-11,109.639999,203633900
FB,2016-04-18,110.559998,131739000
FB,2016-04-25,117.580002,220003200
FB,2016-05-02,119.489998,124113400
FB,2016-05-09,119.809998,106556300
FB,2016-05-16,117.349998,113707600
FB,2016-05-23,119.379997,92619300
FB,2016-05-30,118.470001,65940500
FB,2016-06-06,116.620003,76723300
FB,2016-06-13,113.019997,113036700
FB,2016-06-20,112.080002,111618000
FB,2016-06-27,114.190002,122085200
FB,2016-07-04,117.239998,73317400
FB,2016-07-11,116.860001,80362700
FB,2016-07-18,121,98680300
FB,2016-07-25,123.940002,202768200
FB,2016-08-01,125.150002,108750600
FB,2016-08-08,124.879997,69413500
FB,2016-08-15,123.559998,71400800
FB,2016-08-22,124.959999,68175200
FB,2016-08-29,126.510002,73585700
FB,2016-09-05,127.099998,97046500
FB,2016-09-12,129.070007,94156500
FB,2016-09-19,127.959999,83975500
FB,2016-09-26,128.270004,75684700
FB,2016-10-03,128.990005,64338300
FB,2016-10-10,127.879997,74234200
FB,2016-10-17,132.070007,73864300
FB,2016-10-24,131.289993,85178600
FB,2016-10-31,120.75,171699500
FB,2016-11-07,119.019997,175072500
FB,2016-11-14,117.019997,159933400
FB,2016-11-21,120.379997,85835300
FB,2016-11-28,115.400002,135528600
FB,2016-12-05,119.68,101153900
FB,2016-12-12,119.870003,118950500
FB,2016-12-19,117.269997,67518700
FB,2016-12-26,115.050003,52757900
FB,2017-01-02,123.410004,88332300
FB,2017-01-09,128.339996,102099700
FB,2017-01-16,127.040001,59733100
FB,2017-01-23,132.179993,90047200
FB,2017-01-30,130.979996,168057700
FB,2017-02-06,134.190002,85578000
FB,2017-02-13,133.529999,66225200
FB,2017-02-20,135.440002,73167400
FB,2017-02-27,137.169998,70131200
FB,2017-03-06,138.789993,68309200
FB,2017-03-13,139.839996,77450000
FB,2017-03-20,140.339996,88737200
FB,2017-03-27,142.050003,67889800
FB,2017-04-03,140.779999,70592400
FB,2017-04-10,139.389999,48255600
FB,2017-04-17,143.679993,70241300
FB,2017-04-24,150.25,86497000
FB,2017-05-01,150.240005,130245200
FB,2017-05-08,150.330002,66802200
FB,2017-05-15,148.059998,97135100
FB,2017-05-22,152.130005,78154500
FB,2017-05-29,153.610001,62634900
FB,2017-06-05,149.600006,91421300
FB,2017-06-12,150.639999,116339000
FB,2017-06-19,155.070007,79842700
FB,2017-06-26,150.979996,95769100
FB,2017-07-03,151.440002,56764700
FB,2017-07-10,159.970001,80086200
FB,2017-07-17,164.429993,96122400
FB,2017-07-24,172.449997,161455400
FB,2017-07-31,169.619995,78869200
FB,2017-08-07,168.080002,72620200
FB,2017-08-14,167.410004,69772900
FB,2017-08-21,166.320007,59799900
FB,2017-08-28,172.020004,59717100
FB,2017-09-04,170.949997,56165200
FB,2017-09-11,171.639999,63953800
FB,2017-09-18,170.539993,61645200
FB,2017-09-25,170.869995,111376500
FB,2017-10-02,172.229996,61415600
FB,2017-10-09,173.740005,61204500
FB,2017-10-16,174.979996,66891900
FB,2017-10-23,177.880005,84107200
FB,2017-10-30,178.919998,138797700
FB,2017-11-06,178.460007,60415500
FB,2017-11-13,179,57988600
FB,2017-11-20,182.779999,44359000
FB,2017-11-27,175.100006,114147800
FB,2017-12-04,179,105188400
FB,2017-12-11,180.179993,86692500
FB,2017-12-18,177.199997,64156700
FB,2017-12-25,176.460007,40875700
FB,2018-01-01,186.850006,62493900
FB,2018-01-08,179.369995,128057600
FB,2018-01-15,181.289993,114307600
FB,2018-01-22,190,106209700
FB,2018-01-29,190.279999,165475700
FB,2018-02-05,176.110001,176854500
FB,2018-02-12,177.360001,124398600
FB,2018-02-19,183.289993,81877200
FB,2018-02-26,176.619995,95460000
FB,2018-03-05,185.229996,86125600
FB,2018-03-12,185.089996,90208100
FB,2018-03-19,159.389999,451943400
FB,2018-03-26,159.789993,324697100
FB,2018-04-02,157.199997,212319900
FB,2018-04-09,164.520004,207202700
FB,2018-04-16,166.279999,103186400
FB,2018-04-23,173.589996,206613200
FB,2018-04-30,176.610001,118904800
FB,2018-05-07,186.990005,99836400
FB,2018-05-14,182.679993,76022800
FB,2018-05-21,184.919998,66212200
FB,2018-05-28,193.990005,78225600
FB,2018-06-04,189.100006,91223300
FB,2018-06-11,195.850006,81327200
FB,2018-06-18,201.740005,101516800
FB,2018-06-25,194.320007,95891100
FB,2018-07-02,203.229996,66875400
FB,2018-07-09,207.320007,71208400
FB,2018-07-16,209.940002,69277300
FB,2018-07-23,174.889999,334032300
FB,2018-07-30,177.779999,196842800
FB,2018-08-06,180.259995,146552500
FB,2018-08-13,173.800003,125790500
FB,2018-08-20,174.649994,90675800
FB,2018-08-27,175.729996,94608400
FB,2018-09-03,163.039993,126851100
FB,2018-09-10,162.320007,111957100
FB,2018-09-17,162.929993,128030300
FB,2018-09-24,164.460007,133630300
FB,2018-10-01,157.330002,137031800
FB,2018-10-08,153.740005,134132800
FB,2018-10-15,154.050003,93642000
FB,2018-10-22,145.369995,115673300
FB,2018-10-29,150.350006,192315900
FB,2018-11-05,144.960007,95988400
FB,2018-11-12,139.529999,123323100
FB,2018-11-19,131.729996,123658000
FB,2018-11-26,140.610001,124832700
FB,2018-12-03,137.419998,104540200
FB,2018-12-10,144.059998,110353800
FB,2018-12-17,124.949997,203647400
FB,2018-12-24,133.199997,115619500
FB,2018-12-31,137.949997,104491500
FB,2019-01-07,143.800003,97592000
FB,2019-01-14,150.039993,109432500
FB,2019-01-21,149.009995,85669800
FB,2019-01-28,165.710007,185793900
FB,2019-02-04,167.330002,85953200
FB,2019-02-11,162.5,71568200
FB,2019-02-18,161.889999,57582400
FB,2019-02-25,162.279999,67430700
FB,2019-03-04,169.600006,100105600
FB,2019-03-11,165.979996,98185400
FB,2019-03-18,164.339996,115959400
FB,2019-03-25,166.690002,62834100
FB,2019-04-01,175.720001,89359900
FB,2019-04-08,179.100006,59150700
FB,2019-04-15,178.279999,43679300
FB,2019-04-22,191.490005,146858400
FB,2019-04-29,195.470001,86917500
FB,2019-05-06,188.339996,68299100
FB,2019-05-13,185.300003,74646800
FB,2019-05-20,181.059998,48645100
FB,2019-05-27,177.470001,51449000
FB,2019-06-03,173.350006,151225900
FB,2019-06-10,181.330002,76743300
FB,2019-06-17,191.139999,125835300
FB,2019-06-24,193,72605800
FB,2019-07-01,196.399994,44664900
FB,2019-07-08,204.869995,74039000
FB,2019-07-15,198.360001,64301600
FB,2019-07-22,199.75,125029100
FB,2019-07-29,189.020004,76101900
FB,2019-08-05,187.850006,82843300
FB,2019-08-12,183.699997,68997500
FB,2019-08-19,177.75,56317600
FB,2019-08-26,185.669998,53462500
FB,2019-09-02,187.490005,50190900
FB,2019-09-09,187.190002,64800900
FB,2019-09-16,189.929993,58124700
FB,2019-09-23,177.100006,80682000
FB,2019-09-30,180.449997,70481200
FB,2019-10-07,184.190002,49737600
FB,2019-10-14,185.850006,59039200
FB,2019-10-21,187.889999,59435300
FB,2019-10-28,193.619995,119965700
FB,2019-11-04,190.839996,61520100
FB,2019-11-11,195.100006,57672200
FB,2019-11-18,198.820007,69670200
FB,2019-11-25,201.639999,47729600
FB,2019-12-02,201.050003,53566000
FB,2019-12-09,194.110001,72000100
FB,2019-12-16,206.300003,92183100
FB,2019-12-23,208.100006,39030100
FB,2019-12-30,208.669998,42743300
FB,2020-01-06,218.059998,70208500
FB,2020-01-13,222.139999,63710000
FB,2020-01-20,217.940002,49589400
FB,2020-01-27,201.910004,140541200
FB,2020-02-03,212.330002,70487600
FB,2020-02-10,214.179993,76839200
FB,2020-02-17,210.179993,54945800
FB,2020-02-24,192.470001,115304200
FB,2020-03-02,181.089996,119888600
FB,2020-03-09,170.279999,153081900
FB,2020-03-16,149.729996,183359800
FB,2020-03-23,156.789993,146892200
FB,2020-03-30,154.179993,112568700
FB,2020-04-06,175.190002,105064000
FB,2020-04-13,179.240005,102358200
